id,titulo,lugar,data,reclamacao_base,interacoes,rating,again,status
212481317,Banco é omisso e negligente perante a atitudes [Editado pelo Reclame Aqui] e [Editado pelo Reclame Aqui],Bandeirantes - PR,"time.struct_time(tm_year=2025, tm_mon=3, tm_mday=18, tm_hour=14, tm_min=58, tm_sec=0, tm_wday=1, tm_yday=77, tm_isdst=-1)","Gostaria de realizar a contestação e mediação do pix do comprovante em anexo - entretanto a omissão e negligência do banco semear não permitiu

O pix foi realizado para uma suposta plataforma de investimentos (4UBOT) que realizava operações de arbitragens em criptomoedas com uso de inteligência artificial, operei na plataforma por um tempo, e frequentava um fórum de membros que eram pagos regularmente, porém agora ao tentar realizar meu saque, o mesmo não foi executado. Então entrei no fórum de membros, que estavam passando pelo mesmo problema. Atualmente os membros do grupo não conseguem realizar saques, assim como eu.

O site trata-se de um grande [Editado pelo Reclame Aqui], porém tive boa fé inicialmente no mesmo ao iniciar as operações.

Iniciei o pedido de contestação pelo meu banco de origem (NuBank) entretanto não obtive sucesso pois ""A instituição
financeira de destino informou que não será possível realizar a devolução do valor contestado."" - no caso a instituição financeira de destino é o "" Banco Semear "" - que aparentemente, ao possibilitar a presença de contas [Editado pelo Reclame Aqui], e não auxiliar as vítimas, é conivente com esses [Editado pelo Reclame Aqui]. O banco SEMEAR - sem nenhuma investigação afirma que a transação se deu para uma conta idônea entretanto com pequenas investigações acerca do cnpj recebedor, podemos ver atitudes bem suspeitas - e típicas de possuir um dono ""laranja"", tornando o banco assim NEGLIGENTE com as ações por ela praticadas, o CNPJ já pode até já ter sido idôneo, mas atualmente ele atua junto a práticas ilegais.

Reitero que - a empresa do CNPJ titular da operação - que possui conta no banco SEMEAR,

1- Não possui nenhuma rede social

2- Não possui nenhuma forma acessível de contato

3- Não possui um sócio-administrador localizável via telefone ou e-mail (ao pesquisar o e-mail do suposto sócio-administrador, aparecem diversas outras empresas - indicativo de LARANJA)

4- O banco SEMEAR nem mesmo abriu uma investigação ou procurou entender a situação por completo, simplesmente negou o MED.

A o pix foi realizado para o CNPJ*******115 - Good Way Intermediacoes de Negocio LTDA - Id da transação: E*******1547s034fc06cf0

O Banco Semear foi a instituição financeira responsável por viabilizar o recebimento dos valores na operação, o que o vincula, ainda que indiretamente, à prática do [Editado pelo Reclame Aqui] da conta em questão. Conforme o artigo 14 do CDC, fornecedores de serviços respondem objetivamente pelos danos causados aos consumidores por defeitos relativos à prestação dos serviços, independentemente de culpa.

Além disso, conforme prevê a Resolução n 4.893/2021 do Banco Central, as instituições financeiras possuem o dever de implementar mecanismos que garantam a segurança e a prevenção de [Editado pelo Reclame Aqui] em suas operações. O fato de os valores terem sido recebidos em uma conta mantida pelo Banco Semear evidencia que houve falha na devida fiscalização e controle dessas movimentações suspeitas.

Portanto, reitero que solicito ao Banco Semear que adote as medidas necessárias para efetuar o estorno dos valores pagos, sob pena de serem tomadas as medidas judiciais cabíveis para garantir a reparação dos prejuízos sofridos.

Destaco que minha intenção é resolver esta questão de forma amigável e cortês, confiando no compromisso do Banco Semear com a ética e a segurança de seus clientes e usuários. - Além disso, por se tratar de um baixo valor imagino que seja mais vantajoso para o banco negociar agora comigo do que futuramente em juízo.

Coloco-me à disposição para fornecer quaisquer informações adicionais que possam auxiliar na resolução do caso, e me coloco a disposição para chegarmos à um acordo, entretanto reitero: essa é a última vez que faço a reclamação por essa via, se não chegarmos a uma solução entrarei com as medidas legais cabíveis.","['Resposta da empresa\n18/03/2025 às 15:09\nOlá, Matheus. Boa tarde!\nTudo bem?\n\nConforme orientação anterior, informamos que a transação foi realizada para uma conta idônea de um terceiro de boa-fé, não se enquadrando, portanto, nas disposições do MED.\n\n\nAtenciosamente,\nMarina Aguiar\nEquipe de Qualidade\nBanco SEMEAR', 'Réplica do consumidor\n18/03/2025 às 15:10\nCerto, já que vocês seguem compactuando com esse tipo de atitude e não desejam resolver de maneira amigável, tomarei as medidas judiciais cabíveis.', 'Consideração final do consumidor\n18/03/2025 às 15:11\nBanco nem TENTA resolver o problema e é omisso perante a situações [Editado pelo Reclame Aqui]']",0,False,Não resolvido
212002505,Notificação de débito,Aracaju - SE,"time.struct_time(tm_year=2025, tm_mon=3, tm_mday=12, tm_hour=15, tm_min=43, tm_sec=0, tm_wday=2, tm_yday=71, tm_isdst=-1)","Estou recebendo diversos e-mails de notificação de débitos com o Banco Semear já a vários meses, já entrei em contato a algum tempo via ligação e falaram que iam resolver mas isso não aconteceu, não tenho nenhuma ligação com esse banco, nem conta bancária, cartão de crédito, empréstimo etc.
Solicito agora através dessa reclamação pública no Reclame Aqui que isso seja sanado o mais breve possível. Estou a disposição do banco para qualquer consulta, pois não tenho nada com esse banco ou seus parceiros.","['Resposta da empresa\n13/03/2025 às 16:33\nOi, Igor, boa tarde!\nTudo bem?\n\nTentamos contatá-lo por telefone, mas sem sucesso.\n\nSolicitamos à assessoria responsável que providencie a exclusão do seu número e incluímos os dados na lista de bloqueio de envios do Banco SEMEAR.\n\nEstamos à disposição para qualquer esclarecimento através de nossos canais oficiais:\n\nE-mail: atendimento@bancosemear.com.br\nSAC: 0800 702 6700\nWhatsApp: (31) 3516-8004\n\nAtenciosamente,\n\nMarina Aguiar\nEquipe de Qualidade\nBanco SEMEAR.', 'Consideração final do consumidor\n16/03/2025 às 14:15\nGrato pelo feedback.']",10,False,Resolvido
211985891,Banco aparenta compactuar com atitudes [Editado pelo Reclame Aqui],Bandeirantes - PR,"time.struct_time(tm_year=2025, tm_mon=3, tm_mday=12, tm_hour=13, tm_min=24, tm_sec=0, tm_wday=2, tm_yday=71, tm_isdst=-1)","Gostaria de realizar a contestação e mediação do pix do comprovante em anexo.
O pix foi realizado para uma suposta plataforma de investimentos (4UBOT) que realizava operações de arbitragens em criptomoedas com uso de inteligência artificial, operei na plataforma por um tempo, e frequentava um fórum de membros que eram pagos regularmente, porém agora ao tentar realizar meu saque, o mesmo não foi executado. Então entrei no fórum de membros, que estavam passando pelo mesmo problema. Atualmente os membros do grupo não conseguem realizar saques, assim como eu.
O site trata-se de um grande [Editado pelo Reclame Aqui], porém tive boa fé inicialmente no mesmo ao iniciar as operações.
Iniciei o pedido de contestação pelo meu banco de origem (NuBank) entretanto não obtive sucesso pois ""A instituição financeira de destino informou que não será possível realizar a devolução do valor contestado."" - no caso a instituição financeira de destino é o "" Banco Semear "" - que aparentemente, ao possibilitar a presença de contas [Editado pelo Reclame Aqui], e não auxiliar as vítimas, é conivente com esses [Editado pelo Reclame Aqui].
Gostaria da resolução de forma amigável, ou do auxílio para buscar os possíveis destinatários e proprietários e destinatários dessas contas, para entrar com um processo de ordem criminal.

A o pix foi realizado para o CNPJ*******115 - Good Way Intermediacoes de Negocio LTDA - Id da transação: E*******1547s034fc06cf0

Aguardo resposta para a resolução do problema o quanto antes.","['Resposta da empresa\n13/03/2025 às 15:41\nOlá, Matheus, boa tarde!\nEsperamos que você esteja bem.\n\nInformamos que a transação foi efetuada para uma conta idônea de um terceiro de boa-fé, não se enquadrando, portanto, nas disposições do MED.\n\nUm abraço,\n\nMarina Aguiar\nEquipe de Qualidade\nBanco SEMEAR.', 'Réplica do consumidor\n13/03/2025 às 17:46\nNão, não se trata de uma empresa idônea - tornando o banco assim NEGLIGENTE com as ações por ela praticadas, o CNPJ já pode até já ter sido idôneo, mas atualmente ele atua junto a práticas ilegais.\nReitero que - a empresa do CNPJ titular da operação - que possui conta no banco SEMEAR,\n1- Não possui nenhuma rede social\n2- Não possui nenhuma forma acessível de contato\n3- Não possui um sócio-administrador localizável via telefone ou e-mail (ao pesquisar o e-mail do suposto sócio-administrador, aparecem diversas outras empresas - indicativo de LARANJA)\n4- O banco SEMEAR nem mesmo abriu uma investigação ou procurou entender a situação por completo, simplesmente negou o MED.\n5- Dessa forma, vou proceder: REGISTRO DE BOLETIM DE OCORRÊNCIA, REGISTRO DE RECLAMAÇÃO NO PROCON, REGISTRO DE RECLAMAÇÃO NO BACEN, E ENTRADA DE AÇÃO JUDICIAL - CASO O BANCO NÃO APRESENTE UMA SOLUÇÃO PRÁTICA DOS FATOS ELUCIDADOS.', 'Consideração final do consumidor\n18/03/2025 às 15:11\nBanco nem TENTA resolver o problema e é omisso perante a situações [Editado pelo Reclame Aqui]']",0,False,Não resolvido
211627661,Impossibilidade de (re)negociação,Ritápolis - MG,"time.struct_time(tm_year=2025, tm_mon=3, tm_mday=8, tm_hour=3, tm_min=2, tm_sec=0, tm_wday=5, tm_yday=67, tm_isdst=-1)","Gostaria de expressar minha preocupação e frustração com a situação atual do meu empréstimo com o Semear. Como vocês sabem, fui preso recentemente e, como consequência, perdi a capacidade de pagar as parcelas restantes do meu empréstimo, tendo em vista que perdi meu emprego devido a este evento.

Antes de minha prisão, já havia pago 5 parcelas do meu empréstimo e restavam somente 3 parcelas para quitar o débito. Sempre fui um cliente responsável e pontual com meus pagamentos, e estou muito grato ao Semear por ter me ajudado em momentos difíceis no passado.

No entanto, agora estou enfrentando uma situação difícil e não consigo encontrar uma solução para renegociar o meu financiamento. Infelizmente, o Semear não oferece opções de pagamento para renegociação suficientes, as únicas opções disponíveis são pagamentos a vista ou via cartão de crédito, o que torna inviável tendo em vista que não tenho cartão com um limite alto, tom pouco o valor para quitar o débito a vista, o que me deixa sem alternativas; o ideal para mim seria renegociar toda a dívida pagando via boleto bancário.

Peço que vocês reconsiderem a minha situação e ofereçam opções de pagamento que me permitam quitar o meu débito de forma responsável. Tendo em vista que o banco não oferece opções de renegociação adequadas para o cliente. Estou disposto a trabalhar com vocês para encontrar uma solução que atenda às necessidades de ambos.","['Resposta da empresa\n10/03/2025 às 15:40\nOlá, Joshua, boa tarde!\nTudo bem?\n\nAgradecemos por compartilhar sua preocupação conosco. Entendemos a situação e queremos ajudá-lo da melhor forma possível.\n\nApós análise, verificamos que o seu contrato no momento não está disponível para refinanciamento. No entanto, gostaríamos de informar que podemos oferecer um desconto nos juros das parcelas em aberto, caso tenha interesse em negociar.\n\nEstamos à disposição em um de nossos canais de relacionamento para qualquer dúvida ou para dar continuidade ao processo. Ficamos no aguardo do seu retorno.\n\nUm abraço,\n\nMarina Aguiar\nEquipe de Qualidade\nBanco SEMEAR.', 'Réplica do consumidor\n10/03/2025 às 23:54\nBoa noite, eu compreendo o que vocês podem fazer no momento. Embora seja interessante, para mim agora é inviável, tendo em vista que as parcelas do empréstimo são relativamente altas.\n\nO desconto oferecido iria somente igualar o valor original da parcela ou aumentar pouca coisa do valor original. Isso é bom! Porém, a forma de pagamento que vocês aceitam seria somente cartão/pagamento à vista, o que, já explicando, não seria viável no momento.\n\nCaso consigam oferecer esse desconto nas parcelas em aberto para eu pagar parcelado via boleto, eu consigo negociar, mas caso contrário, no momento, não teria condições. :(', 'Consideração final do consumidor\n21/03/2025 às 13:20\nÉ importante salientar que o banco não ofereceu diretamente o que eu queria, porém, consegui um acordo com um dos parceiros do banco e já encaminhei a solicitação a fim de resolver. Acredito que o banco tenha falhado em não ter condições de fazer um acordo igual ao parceiro e também por não orientar tal parceiro (acordo online) no atendimento Entretanto, é um banco ótimo que sempre recomendo a todos.', 'Consideração final da empresa\n21/03/2025 às 14:09\nOi, Joshua, boa tarde!\nTudo bem?\n\nFicamos felizes que tenha conseguido renegociar. As condições do contrato variam constantemente, e no dia da simulação o seu contrato ainda não estava disponível. As condições são as mesmas do acordo online, tá?\n\nTe desejamos um ótimo final de semana!\n\nE, por favor, não hesite em nos chamar sempre que precisar.\n\nAtenciosamente,\n\nMarina Aguiar\nEquipe de Qualidade\nBanco SEMEAR.']",6,True,Resolvido
210979685,perturbaão constante,Curvelo - MG,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=27, tm_hour=7, tm_min=56, tm_sec=0, tm_wday=3, tm_yday=58, tm_isdst=-1)","Já esta insuportável o Banco Semear me enviando mensagens todos os dias.
Eu desconheço esta este banco, nunca precisei dele pra nada, ja tenho raiva dele, pra mim pode explodir,
Peço que parem de me perturbar, evitando um processo.","['Resposta da empresa\n28/02/2025 às 11:41\nOlá, Frederico, bom dia!\nEspero que você esteja bem.\n\nAgradecemos por nos informar sobre sua insatisfação e lamentamos qualquer inconveniente que possa ter ocorrido.\n\nInformamos que sua solicitação de remoção do número indicado das nossas bases de cobrança foi processada. Caso você ainda receba ligações após 2 dias úteis, pedimos que entre em contato conosco por meio de um de nossos canais de atendimento:\n\nSAC: 0800 702 6700\nE-mail: atendimento@bancosemear.com.br\nWhatsApp: (31) 3516-8004\n\nUm abraço,\nEquipe de Qualidade\nBanco SEMEAR.', 'Consideração final do consumidor\n15/03/2025 às 12:25\nNão resolveu', 'Consideração final da empresa\n18/03/2025 às 15:49\nOlá, Frederico, boa tarde!\nTudo bem?\n\nVocê poderia, por gentileza, nos enviar as evidências do último acionamento para podermos dar seguimento à tratativa deste caso?\n\nEm nosso sistema não consta nenhuma tentativa após o bloqueio e os dados de contato não estão mais em nossa base de cobrança.\n\nAguardamos seu retorno!']",0,False,Não resolvido
210570447,Debito,São José de Ribamar - MA,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=21, tm_hour=20, tm_min=10, tm_sec=0, tm_wday=4, tm_yday=52, tm_isdst=-1)","Meu nome colocaram como boleto vencido no banco central, sendo que há quitei essa conta .meu nome estar restrito no banco central por uma conta já paga","['Resposta da empresa\n24/02/2025 às 10:35\nOlá, Milene, bom dia!\nEspero que esteja bem.\n\nGostaríamos de esclarecer que o SCR (Sistema de Informações de Crédito) é um sistema gerenciado pelo Banco Central do Brasil, onde as informações sobre o seu histórico de crédito podem ser consultadas a qualquer momento por meio do sistema Registrato. É importante ressaltar que o SCR não é um órgão de proteção ao crédito, como SERASA ou SPC, pois não se trata de um cadastro de inadimplência, mas sim de um histórico de crédito, que inclui tanto dívidas em atraso quanto dívidas quitadas e limites de crédito.\n\nPortanto, ter uma informação registrada no SCR não significa necessariamente que você está em débito com o Banco SEMEAR. O SCR reflete sua situação financeira de forma mais ampla, registrando tanto os compromissos em dia quanto os pagamentos já realizados.\n\nSe você teve algum atraso e posteriormente regularizou sua situação, a informação sobre o débito permanecerá no relatório, mas sempre de forma contextualizada, referindo-se ao período em que a dívida esteve em aberto. Isso ocorre conforme as normas estabelecidas pelo Banco Central.\n\nAs dívidas no relatório unificado do SCR são classificadas da seguinte maneira:\n\nEm dia: parcelas não vencidas ou vencidas há até 14 dias.\nVencidas: parcelas com mais de 14 dias de atraso.\nEm prejuízo: parcelas com mais de 180 dias de atraso.\n\nCaso tenha alguma dúvida, você pode consultar o FAQ do Banco Central através do seguinte link: https://www.bcb.gov.br/meubc/faqs/s/relatorio-de-emprestimos-e-financiamentos-scr\n\nSe tiver mais alguma dúvida ou precisar de esclarecimentos, fique à vontade para nos contatar pelos nossos canais oficiais:\n\nSAC: 0800 702 6700\nE-mail: atendimento@bancosemear.com.br\nWhatsApp: (31) 3516-8004\n\nUm abraço,\nEquipe de Qualidade\nBanco SEMEAR.', 'Réplica do consumidor\n24/02/2025 às 10:41\nse essa situação financeira requero que retirem como conta vencida pois essa conta foi paga , e sim a minha situação financeira é como se tivesse deixado uma conta a desejar. essa resposta não é convicente da próxima realmente ajudem os clientes de vocês a terem um bom atendimento não como o que fez o Senhor Davi Almeida. que não resolveu ainda foi soberbo em sua resposta.', 'Consideração final do consumidor\n24/02/2025 às 10:43\nPéssimo atendimento, não resolveu o meu problema o pior é mandar uma mensagem de texto e dizer ótima semana como se tivesse resolvido alguma coisa como fez o atendente Davi Almeida']",0,False,Não resolvido
208891819,Acordo pago,São Manuel - SP,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=3, tm_hour=7, tm_min=8, tm_sec=0, tm_wday=0, tm_yday=34, tm_isdst=-1)","Bom dia, meu nome é Rafaela Carolina Caserta Corrêa, CPF*******.
Fiz 2 acordos com o Banco Semear pelo Serasa, paguei as 2 entradas, tenho os comprovantes, e mesmo assim meu nome ainda consta restrito, gostaria de saber o porque ? Sendo que está tudo pago certinho.
Aguardando o retorno!","['Resposta da empresa\n03/02/2025 às 10:49\nOi, Rafaela, bom dia!\nTudo bem?\n\nAnalisamos os seus comprovantes e verificamos que um dos acordos já foi formalizado. O outro está em processamento, pois o pagamento foi realizado no dia 31. O sistema leva até 3 dias úteis (sem contar finais de semana e feriados) para reconhecer o pagamento. Após a atualização, o SPC tem até 5 dias úteis para realizar a exclusão da restrição.\n\nPortanto, o processo completo pode levar até 8 dias úteis. Pedimos que aguarde mais um pouco, tá?\n\nSe precisar de mais informações, estamos à disposição através dos nossos canais oficiais:\n\nE-mail: atendimento@bancosemear.com.br\nSAC: 0800 702 6700\nWhatsApp: (31) 3516-8004\n\nUm grande abraço,\nMarina Aguiar\nEquipe de Qualidade\nBanco SEMEAR', 'Réplica do consumidor\n03/02/2025 às 14:50\nBoa tarde, sim um contrato já foi formalizado e já tinha saído meu nome do Serasa, só que voltou mesmo já estando tudo certo e pago\nGostaria de saber o motivo de voltado a restrição ?', 'Réplica da empresa\n03/02/2025 às 14:58\nRafaela, boa tarde!\nTudo bem?\n\nO Banco SEMEAR não realiza restrições no Serasa, apenas no SPC. No entanto, mantemos uma parceria com o Serasa Limpa Nome, o que faz com que essa informação seja visualizada na plataforma. Ela ainda consta lá porque um dos contratos segue em aberto, dentro do prazo para baixa. Basta aguardar a compensação do pagamento, ok?\n\nUm grande abraço,\nMarina Aguiar\nEquipe de Qualidade\nBanco SEMEAR', 'Réplica do consumidor\n04/02/2025 às 11:46\nBom dia, gostaria de saber porque um dos contratos seguem em aberto sendo que as parcelas estão pagas?\nSe vocês não retirarem o meu nome do Serasa vou procurar meus direitos.\nAguardo o retorno!', 'Réplica da empresa\n04/02/2025 às 13:42\nRafaela, boa tarde! Tudo bem?\n\nComo informado anteriormente, um dos contratos permanecem em aberto, pois o pagamento foi realizado no dia 31 e está dentro do prazo de baixa, que são três dias úteis.', 'Consideração final do consumidor\n06/02/2025 às 12:44\nBem prestativos!']",5,False,Resolvido
208049297,PERTUBAÇÃO,Betim - MG,"time.struct_time(tm_year=2025, tm_mon=1, tm_mday=23, tm_hour=16, tm_min=16, tm_sec=0, tm_wday=3, tm_yday=23, tm_isdst=-1)",Há alguns meses estou sendo alvo de emails de cobrança desse banco. Eu não tenho e nubca tive relação com tal.,"['Resposta da empresa\n24/01/2025 às 11:39\nOi, Patrícia, bom dia!\nTudo bem?\n\nPedimos desculpas pelos transtornos que isso possa lhe causar e, conforme nossa conversa, solicitamos a inclusão do seu e-mail na blacklist de cobrança. Agradecemos por nos informar sobre o ocorrido e ficamos à disposição para resolver qualquer outra pendência ou dúvida que possa surgir.\n\nSeu feedback é muito importante para nós.\n\nFique à vontade para nos contatar a qualquer momento.\n\nE-mail: atendimento@bancosemear.com.br\nSAC: 0800 702 6700\nWhatsApp: (31) 3516-8004\n\nUm grande abraço,\nMarina Aguiar\nEquipe Qualidade Banco SEMEAR', 'Consideração final do consumidor\n24/01/2025 às 12:10\nO atendimento foi bom e resolveu prontamente. Obrigada']",10,False,Resolvido
207147919,Cobrança Indevida,Aripuanã - MT,"time.struct_time(tm_year=2025, tm_mon=1, tm_mday=13, tm_hour=20, tm_min=56, tm_sec=0, tm_wday=0, tm_yday=13, tm_isdst=-1)","Olá, me chamo Elizeu. A pouco dia verifiquei que esse bando levou meu nome pro Serasa, nunca tive conta nesse banco. Entrei em contato com uma atendente do banco que me passou um link para eu verificar minha situação. Verifiquei que a uma pendência no meu CPF, que tem mais de 4.601 dia de atraso. Nunca entrarão em contato comigo para falar dessa pendência que eu não sei nem do que se trata . Agora depois de quase 12 anos vcs levaram meu CPF para o Serasa sem nenhuma explicação.
Espero resolver o problema o mais rápido possível. E ter uma explicação a respeito dessa dívida que estão cobrando nesse banco que nunca tive conta.","['Resposta da empresa\n14/01/2025 às 14:25\nOlá, Elizeu, boa tarde!\nEspero que esteja tudo bem com você.\n\nConforme nossa conversa no WhatsApp, esclarecemos sua solicitação.\n\nEstamos à disposição pelos nossos canais oficiais:\n\nE-mail: atendimento@bancosemear.com.br\nSAC: 0800 702 6700\nWhatsApp: (31) 3516-8004\n\nUm grande abraço,\n\nMarina Aguiar\nEquipe de Qualidade Banco SEMEAR', 'Consideração final do consumidor\n14/01/2025 às 15:11\n.']",10,True,Resolvido
206446857,COBRANÇA DE DÍVIDA INDEVIDA,Rio de Janeiro - RJ,"time.struct_time(tm_year=2025, tm_mon=1, tm_mday=6, tm_hour=13, tm_min=20, tm_sec=0, tm_wday=0, tm_yday=6, tm_isdst=-1)","Há tempos venho recebendo e-mails para renegociar dívida que não é minha. Preciso que a empresa, Banco SEMEAR S/A (CNPJ n 00.795.423/0001-45), retire meu e-mail de seu banco de dados, uma vez que a real devedora não sou eu. Caso contrário, serei obrigado a tomar as medidas judiciais cabíveis.","['Resposta da empresa\n06/01/2025 às 13:54\nOlá, Willian, boa tarde!\nEspero que esteja tudo ótimo com você.\n\nConforme nossa conversa no WhatsApp, já solicitamos a exclusão do seu e-mail das nossas bases de cobrança.\n\nFicamos à disposição para qualquer outra dúvida por meio de nossos canais oficiais:\n\nE-mail: atendimento@bancosemear.com.br\nSAC: 0800 702 6700\nWhatsApp: (31) 3516-8004\n\nUm grande abraço,\nMarina Aguiar\nEquipe de Qualidade Banco SEMEAR', 'Consideração final do consumidor\n06/01/2025 às 20:03\nResolvido.']",10,True,Resolvido
