id,titulo,lugar,data,reclamacao_base,interacoes,rating,again,status
212260911,Boleto com o meu cpf que nao reconheço,Rio de Janeiro - RJ,"time.struct_time(tm_year=2025, tm_mon=3, tm_mday=15, tm_hour=16, tm_min=55, tm_sec=0, tm_wday=5, tm_yday=74, tm_isdst=-1)",Atualmente tenho dois boletos ativos com o meu cpf desta empresa com a qual nao tenho nehum vinculo. Apareceram do nada sem fazer nehum contato.,"['Resposta da empresa\n18/03/2025 às 11:02\nPrezada Olga,\n\nConforme contato efetuado em 17/03/2025, esclarecemos que o valor questionado foi emitido pela imobiliária da qual adquiriu um imóvel, a Rendimento/pay não possui autonomia à cobrança efetuada, atuamos apenas na intermediação do recebimento da comissão, sendo a empresa de solução de pagamentos. Desta forma, não realizamos cobranças por nenhum canal de contato.\n\nPara mais informações ou cancelamento é necessário que contate a imobiliária.\n\nSra Olga, gostaríamos de saber se o atendimento prestado através da Reclamação no Reclame aqui foi satisfatório. Lembrando que sua manifestação encontra-se ativa.\n\nDesta forma, gostaríamos de contar com a sua colaboração finalizando sua manifestação no Portal do Reclame Aqui, atribuindo uma nota ao atendimento prestado.\n\nPodemos contar com a sua ajuda ainda hoje, com um retorno positivo?\n\nMais informações sobre como entrar em contato com o Grupo Rendimento consulte:https://www.rendimento.com.br/atendimento/\n\nAgradecemos a sua atenção e estamos à disposição para quaisquer outros assuntos inerentes ao caso.\n\nSUPORTE PAGADORIA\n\n- São Paulo e Região Metropolitana: 11-3098-7799 / 11-3817-0888\n- Demais localidades: 3003-5589\n- E-mail: suporte.pagadoria@rendimentopay.com.br\n- Site: www.rendimentopay.com.br\n\nAtenciosamente,\n\nOuvidoria\nRendimento/\n0800 722 0132', 'Consideração final do consumidor\n20/03/2025 às 20:27\nForam muito diligentes para esclarecer a situação. Fizeram contato comigo e explicaram tudo direitinho. Foi resolvido sim']",10,True,Resolvido
211934705,TED não estornado!!!!,Porto Alegre - RS,"time.struct_time(tm_year=2025, tm_mon=3, tm_mday=11, tm_hour=22, tm_min=15, tm_sec=0, tm_wday=1, tm_yday=70, tm_isdst=-1)","Na data de 07 de março de 2025 às 16h58 efetuei uma transação TED do banco Agillittas/RendimentoPay no valor de R$ 3.938,00 (três mil novecentos e trinta e oito reais) para o Banco Inter no qual sou correntista, a TED foi realizada para mesma titularidade. Entretanto ao digitar a conta o último digito não entrou. A transferência foi concluída, mas não chegou à conta de destino.

Acreditei que por já ter finalizado expediente bancário o mesmo fosse ser estornado para minha conta apenas na segunda feira dia 10 de março, todavia não houve o estorno. Entrei em contato com o banco de origem (agillittas) que me informou que nada poderia fazer, tendo em vista que a transação já tinha sido concluída e me orientaram a entrar em contato com o banco recebedor.

Ao entrar em contato com o recebedor (Inter) que abriu chamado para verificar mediante a ID da transação, o retorno que tive na data de hoje 11/03 foi que não receberam o valor e solicitaram que novamente eu entrasse em contato com o banco de origem.

Retornei contato com o banco de origem conforme orientado e eles não resolvem e pedem mais prazo para analisar.. O banco de origem enviou uma TED para uma conta INCOMPLETA e agora nenhuma das duas Instituições Financeiras me restituiu.

Preciso do dinheiro para honrar com meus compromissos e para compra de medicamentos.

Protocolos:

Banco Agillitas: wz1002308 e
Banco Inter:*******2699","['Resposta da empresa\n17/03/2025 às 12:08\nPrezada Sra. Bruna,\n\nEsclarecemos que a tarifa de TED é aplicada a cada transação de transferência e permanece válida mesmo em casos de devolução por inconsistência nos dados bancários, uma vez que o serviço de envio da TED ao banco de destino foi realizado pela Rendimento/pay. Enfatizamos que essa tarifa está prevista nos termos de uso do cartão.\n\nIdentificamos que ao realizar a transação da TED, faltou um dígito nos dados bancários, ocasionando a devolução da transação, porém ressaltamos que a devolução do valor da TED ocorreu em seu extrato em 12/03/2025.\n\n\nPara mais informações sobre os valores aplicáveis ao cartão, consulte a seção Tarifas Bancárias nos seguintes links:\n\n-Tabela de tarifas(https://www.rendimento.com.br/wp-content/uploads/2021/03/tarifas-de-cartoes-alterado.pdf)- -Termo de Condições Gerais de Uso(https://www.rendimento.com.br/para-voce/cartoes/visa-travelmoney/termo-de-condicoes-gerais-de-uso-cartao-rendimento-visa-travelmoney/)\n\n\nEm caso de dúvidas, entre em contato conosco pelos números abaixo:\nCentral de Relacionamento (24 horas).\n- Do Brasil: 4003-7666 (Capitais e regiões metropolitanas) e 0800 771 7886 (Demais localidades)\n- Do Exterior: Estados Unidos / Canadá / Ilhas Virgens / Porto Rico: 1-888-777-7016\n- Demais regiões: (55) (11) 3817-0777 (ligar a cobrar)\n\n\nAtenciosamente,\n\n\nOuvidoria\nRendimento/\n0800 722 0132', 'Consideração final do consumidor\n18/03/2025 às 11:05\nPrecisam dar mais suporte ao cliente na hora que e efetuada uma ligação ao suporte']",7,False,Resolvido
211255919,Não reconheço boleto emitido,Rio de Janeiro - RJ,"time.struct_time(tm_year=2025, tm_mon=3, tm_mday=3, tm_hour=15, tm_min=34, tm_sec=0, tm_wday=0, tm_yday=62, tm_isdst=-1)","Ao acessar minha aba de pagamentos pendentes do app Itaú banking localizo um boleto no valor de R$248,75 que não reconheço e gostaria do cancelamento deste.

CNPJ 13.776.742/0001-55","['Resposta da empresa\n06/03/2025 às 11:03\nPrezado Sr. Lucas,\n\nEm atenção ao seu questionamento, referente ao boleto, efetuamos contato em 06/03/2025, assim esclarecemos que o valor questionado foi emitido pela imobiliária da qual adquiriu um imóvel, a Rendimento/pay não possui autonomia a cobrança efetuada, atuamos apenas na intermediação do recebimento da comissão, sendo a empresa de solução de pagamentos. Desta forma, não realizamos cobranças por nenhum canal de contato.\n\nSr. Lucas, gostaríamos de saber se o atendimento prestado através da Reclamação no Reclame aqui foi satisfatório. Lembrando que sua manifestação se encontra ativa.\n\nDesta forma, gostaríamos de contar com a sua colaboração finalizando sua manifestação no Portal do Reclame Aqui, atribuindo uma nota ao atendimento prestado.\n\nPodemos contar com a sua ajuda ainda hoje, com um retorno positivo?\n\nMais informações sobre como entrar em contato com o Grupo Rendimento consulte:\nhttps://www.rendimento.com.br/atendimento/\n\nA Ouvidoria fica à disposição, para quaisquer outros esclarecimentos adicionais inerentes ao assunto.\n\nAtenciosamente,\n\nOuvidoria\nRendimento\n0800 722 0132', 'Consideração final do consumidor\n06/03/2025 às 13:15\nAtendimento esclarecedor.']",8,False,Resolvido
211181233,Cancelamento de conta e relacionamento com Agilitas Rendimento Pay,São Paulo - SP,"time.struct_time(tm_year=2025, tm_mon=3, tm_mday=1, tm_hour=19, tm_min=23, tm_sec=0, tm_wday=5, tm_yday=60, tm_isdst=-1)","No site Registrato consta um relacionamento com a instituição 13.776.742 - AGILLITAS SOLUÇÕES DE PAGAMENTOS LTDA, porém não consigo entrar em contato para cancelar minha conta e encerrar o relacionamento.","['Resposta da empresa\n12/03/2025 às 15:35\nPrezado Bruno,\n\nConforme tentativa de contato telefônico em 06/03/2025 às 12h25, sem sucesso, e na mesma data, enviamos um e-mail ao endereço cadastrado. Esclarecemos que a Agilitas, atualmente conhecida como Rendimento/pay, atua como emissora de cartões pré-pagos em moedas reais e estrangeiras.\n\nAnalisando nossa base consta registrado em seu CPF, o cartão pré-pago VTM cadastrado para uso no exterior.\n\nO seu cartão foi cadastrado em 10/10/2017. Contudo, concluímos esta reclamação informando que a sua solicitação foi acatada com sucesso, não tendo mais o relacionamento com a instituição\n\nSr. Bruno, gostaríamos de saber se o atendimento prestado através da Reclamação no Reclame aqui foi satisfatório. Lembrando que sua manifestação encontra-se ativa.\n\nDesta forma, gostaríamos de contar com a sua colaboração finalizando sua manifestação no Portal do Reclame Aqui, atribuindo uma nota ao atendimento prestado.\n\nPodemos contar com a sua ajuda ainda hoje, com um retorno positivo?\n\nMais informações sobre como entrar em contato com o Grupo Rendimento consulte:https://www.rendimento.com.br/atendimento/\n\nAgradecemos a sua atenção e estamos à disposição para quaisquer outros assuntos inerentes ao caso.\n\nAtenciosamente,\n\nOuvidoria\nRendimento/\n0800 722 0132', 'Réplica do consumidor\n12/03/2025 às 16:16\nBoa tarde a todos,\n\nQual é o prazo para a conta ser encerrada no Registrato ?\n\nAtenciosamente.', 'Réplica da empresa\n13/03/2025 às 08:43\nPrezado Sr. Bruno,\n\nRespondendo sua réplica, esclarecemos que o Bacen é o responsável por atualizar a base consultiva, para que em consultas futuras, não existe o vínculo com a nossa instituição, atendendo a sua solicitação.\n\nDesta forma, orientamos que o senhor a aguardar um prazo de 10 dias úteis para nova consulta.\n\nAtenciosamente,\n\nOuvidoria\nRendimento/\n0800 722 0132', 'Consideração final do consumidor\n15/03/2025 às 20:18\nAtendimento realizado com sucesso. Conta não aparece mais no Registrato.']",9,True,Resolvido
210970837,Conta aberta sem consentimento,Guarapuava - PR,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=26, tm_hour=23, tm_min=8, tm_sec=0, tm_wday=2, tm_yday=57, tm_isdst=-1)","Ao consultar o extrato de contas abertas em meu nome no site do Banco Central, encontrei o registro na conta do Banco Rendimentos Dock IP S aberta desde 15/02/2018. A qual não abri e desconhicia totalmente de sua existência. Dessa forma, venho relatar que essa conta foi aberta sem meu consentimento e, portanto, peço esclarecimentos da financeira, dizendo quem autorizou a abertura dessa conta em meu nome.","['Resposta da empresa\n06/03/2025 às 15:50\nPrezado Sr. Eduardo,\n\nConforme ccontato telefônico em 03/03/2025, esclarecemos que a Agillitas, atualmente conhecida como Rendimento/pay, atua como emissora de cartões pré-pagos em moedas reais e estrangeiras.\n\nAnalisando nossa base consta registrado em seu CPF, o cartão pré-pago VTM cadastrado para uso no exterior.\n\nO seu cartão foi cadastrado em 15/02/2018, contudo, concluímos esta reclamação informando que a sua solicitação foi acatada com sucesso, não tendo mais o relacionamento com a instituição Rendimento/pay.\n\nSr. Eduardo, gostaríamos de saber se o atendimento prestado através da Reclamação no Reclame aqui foi satisfatório. Lembrando que sua manifestação encontra-se ativa.\n\nDesta forma, gostaríamos de contar com a sua colaboração finalizando sua manifestação no Portal do Reclame Aqui, atribuindo uma nota ao atendimento prestado.\n\nPodemos contar com a sua ajuda ainda hoje, com um retorno positivo?\n\nMais informações sobre como entrar em contato com o Grupo Rendimento consulte:https://www.rendimento.com.br/atendimento/\n\nAgradecemos a sua atenção e estamos à disposição para quaisquer outros assuntos inerentes ao caso.\n\nSr. Eduardo, gostaríamos de saber se o atendimento prestado através da Reclamação no Reclame aqui foi satisfatório. Lembrando que sua manifestação encontra-se ativa.\n\nDesta forma, gostaríamos de contar com a sua colaboração finalizando sua manifestação no Portal do Reclame Aqui, atribuindo uma nota ao atendimento prestado.\n\nPodemos contar com a sua ajuda ainda hoje, com um retorno positivo?\n\nMais informações sobre como entrar em contato com o Grupo Rendimento consulte:https://www.rendimento.com.br/atendimento/\n\nAgradecemos a sua atenção e estamos à disposição para quaisquer outros assuntos inerentes ao caso.\n\nAtenciosamente,\n\nOuvidoria\nRendimento/\n0800 722 0132', 'Consideração final do consumidor\n06/03/2025 às 17:53\nProblema resolvido. Grato pela atenção!']",9,True,Resolvido
210721311,Pagamento no paraguai,Foz do Iguaçu - PR,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=24, tm_hour=14, tm_min=29, tm_sec=0, tm_wday=0, tm_yday=55, tm_isdst=-1)","Boa tarde.
Fui até a loja Ponto Com no paraguai, que utiliza os serviços da RendimentoPay.

Onde utilizam o sistema Bancard, que processa os pagamentos de PIX para eles.

Realizei o pagamento pelo QR Code gerado no sistema, que não atualizou no sistema deles como pago e afirmaram que não tinha como confirmar, que eu não poderia levar os produtos com o comprovante e id da transação, enquanto achavam que eu estava tentando dar [Editado pelo Reclame Aqui]. Paguei pelo cartão de crédito para não precisar voltar na promessa de reembolso.

No comprovante há apenas o nome Rendimentopay, a loja me afirmou que precisava esperar 2 dias e que ""se tivesse pagamento eles devolveriam"".

Bom, como eles falaram ""se"", aproveitei a facilidade do reclameaqui para vir aqui direto com o favorecido do pix verificar, já que agora não sei nem para quem foi o pix, já que era apenas um QRCODE do sistema bancard e não aparece CNPJ já que não é do brasil.

Em anexo está o comprovante do pix, para verificar a possibilidade de confirmação. Ou na pior das hipoteses identificação do [Editado pelo Reclame Aqui] com o nome rendimentopay","['Resposta da empresa\n28/02/2025 às 15:50\nPrezado Sr. Luiz,\n\nConforme tentativa de contato telefônico, porém sem sucesso, desta forma esclarecemos que a Rendimento/pay presta serviços de pagamento ou transferência internacional, por meio de operação de câmbio realizada por instituição autorizada a operar no mercado de câmbio, para aquisição de bens e serviços no País ou no Exterior (Efx), nos termos da Resolução 277 e demais normas aplicáveis aos serviços prestados pela Rendimento/pay.\n\nInformamos que localizamos a transação mencionada, a mesma já consta como cancelada e estornada para sua conta. Encaminhamos o comprovante do estorno para o seu e-mail de cadastro.\n\nSr. Luiz, gostaríamos de saber se o atendimento prestado através da Reclamação no Reclame aqui foi satisfatório. Lembrando que sua manifestação encontra-se ativa.\n\nDesta forma, gostaríamos de contar com a sua colaboração finalizando sua manifestação no Portal do Reclame Aqui, atribuindo uma nota ao atendimento prestado.\n\nPodemos contar com a sua ajuda ainda hoje, com um retorno positivo?\n\nMais informações sobre como entrar em contato conosco consulte: https://www.rendimentopay.com.br/contato/\n\nAgradecemos a sua atenção e estamos à disposição para quaisquer outros assuntos inerentes ao caso.\n\nAtenciosamente,\n\nOuvidoria\nRendimento/\n0800 722 0132', 'Consideração final do consumidor\n01/03/2025 às 12:42\nagradeço a rendimentopay, ainda bem que é uma empresa que leva a sério o consumidor.\n\nA loja em si nem se preocupou em ir atrás ou resolver sobre o Pix no Paraguai.\n\nSe não tivesse esse caminho direto com a rendimentopay não teria resolvido.\n\nObrigado']",10,True,Resolvido
210648877,Não reconheço conta e quero encerrar,São Paulo - SP,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=23, tm_hour=14, tm_min=17, tm_sec=0, tm_wday=6, tm_yday=54, tm_isdst=-1)","Verifiquei no meu Registrato do BACEN que consta:

Relatório de Contas e Relacionamentos (CCS)
13.776.742 - RENDIMENTOPAY IP S.A | conta iniciada em 23/11/2020

Não me recordo de ter aberto uma conta nessa instituição de pagamentos e também não a utilizo para nada. Solicito o encerramento de qualquer conta ativa existente e também a exclusão de todos meus dados conforme previsto na LGPD de forma a finalizar este relacionamento no Registrato.

Aguardo retorno.","['Resposta da empresa\n26/02/2025 às 10:44\nPrezada Bruna,\n\nConforme tentativa de contato telefônico sem sucesso em 24/02 e 25/02/2025, esclarecemos que a Agillitas, atualmente conhecida como Rendimento/pay, atua como emissora de cartões pré-pagos em moedas reais e estrangeiras.\n\nApós análise, constatamos que há um cartão pré pago VTM registrado em seu CPF cadastrado em 20/12/2016.Para seguirmos com o cancelamento de vínculo conforme solicitado, é necessário que faça a recompra do saldo direto na casa de câmbio Cotação, ou se preferir, poderá solicitar também na Cotação um novo cartão para utilizar o saldo.\nDessa forma, como não tivemos sucesso nos contatos, iremos manter o relacionamento visto que para seguirmos com o encerramento precisamos que a conta/cartão esteja sem saldo.\n\nSra. Bruna, gostaríamos de saber se o atendimento prestado através da Reclamação no Reclame aqui foi satisfatório. Lembrando que sua manifestação encontra-se ativa.\n\nDesta forma, gostaríamos de contar com a sua colaboração finalizando sua manifestação no Portal do Reclame Aqui, atribuindo uma nota ao atendimento prestado.\n\nPodemos contar com a sua ajuda ainda hoje, com um retorno positivo?\n\nMais informações sobre como entrar em contato com o Grupo Rendimento consulte:https://www.rendimento.com.br/atendimento/\n\nAgradecemos a sua atenção e estamos à disposição para quaisquer outros assuntos inerentes ao caso.\n\nOuvidoria\nRendimento/\n0800 722 0132', 'Consideração final do consumidor\n26/02/2025 às 16:28\nOs contatos telefônicos não pude atender por serem em horário de trabalho, mas quando pedi para seguirmos por e-mail ou chat foi super rápido. Acabei não conectando o nome do banco que passou por rebranding, mas agora eles me esclareceram e vou correr atrás do lugar que emiti esse cartão pré-pago para recuperar esse dinheiro :)\n\nObrigada pelo atendimento!']",10,True,Resolvido
210554327,Cobrança desconhecida,Porto Alegre - RS,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=21, tm_hour=16, tm_min=43, tm_sec=0, tm_wday=4, tm_yday=52, tm_isdst=-1)","Ontem, ao abrir a relação de boletos em DDA verifiquei que constam boletos no meu CPF, porém não reconheço.

Vencimento dia 28/02; 28/03.

Acredito que meus dados foram [Editado pelo Reclame Aqui] e utilizados.

Favor enviar evidências.","['Resposta da empresa\n24/02/2025 às 15:15\nPrezado Anderson,\n\nConforme contato efetuado em 24/02/2025, assim esclarecemos que o valor questionado foi emitido pela imobiliária da qual adquiriu um imóvel, a Rendimento/pay não possui autonomia a cobrança efetuada, atuamos apenas na intermediação do recebimento da comissão, sendo a empresa de solução de pagamentos. Desta forma, não realizamos cobranças por nenhum canal de contato.\n\nSr. Anderson, gostaríamos de saber se o atendimento prestado através da Reclamação no Reclame aqui foi satisfatório. Lembrando que sua manifestação encontra-se ativa.\n\nDesta forma, gostaríamos de contar com a sua colaboração finalizando sua manifestação no Portal do Reclame Aqui, atribuindo uma nota ao atendimento prestado.\n\nPodemos contar com a sua ajuda ainda hoje, com um retorno positivo?\nMais informações sobre como entrar em contato com o Grupo Rendimento consulte:https://www.rendimento.com.br/atendimento/\n\nAgradecemos a sua atenção e estamos à disposição para quaisquer outros assuntos inerentes ao caso.\n\nSUPORTE PAGADORIA\n- São Paulo e Região Metropolitana: 11-3098-7799 / 11-3817-0888\n- Demais localidades: 3003-5589- E-mail: suporte.pagadoria@rendimentopay.com.br\n- Site: www.rendimentopay.com.br\n\nAtenciosamente,\n\nOuvidoria\nRendimento/\n0800 722 0132', 'Consideração final do consumidor\n26/02/2025 às 11:35\nForam rapidos']",9,True,Resolvido
210407877,boleto em aberto indevido,São Paulo - SP,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=20, tm_hour=9, tm_min=21, tm_sec=0, tm_wday=3, tm_yday=51, tm_isdst=-1)","esta aparecendo 4 boletos para mim em abertos de R$ 930,00 com o vencimento para 10/03 e 11/03 e de R$ 5,47 para 10/04 e 11/04 acredito que estes boletos foram abertos para a cury construtora mas foi solicitado o cancelamento dentro do prazo de 7 dias que nos é informado mas ainda consta em aberto no meu banco estes boletos.","['Resposta da empresa\n25/02/2025 às 09:49\nPrezada Sra Suzanny,\n\nConforme tentamos realizar o contato telefônico, porém sem sucesso, esclarecemos que os valores questionados foram emitido pela imobiliária da qual adquiriu um imóvel, a Rendimento/pay não possui autonomia a cobrança efetuada, atuamos apenas na intermediação do recebimento da comissão, sendo a empresa de solução de pagamentos. Desta forma, não realizamos cobranças por nenhum canal de contato. Para mais informações sobre o cancelamento é necessário que contate a imobiliária.\n\nSra. Suzanny, gostaríamos de saber se o atendimento prestado através da Reclamação no Reclame aqui foi satisfatório. Lembrando que sua manifestação encontra-se ativa.\n\nDesta forma, gostaríamos de contar com a sua colaboração finalizando sua manifestação no Portal do Reclame Aqui, atribuindo uma nota ao atendimento prestado.\n\nPodemos contar com a sua ajuda ainda hoje, com um retorno positivo?\n\nMais informações sobre como entrar em contato com o Grupo Rendimento consulte: https://www.rendimento.com.br/atendimento/\n\nAgradecemos a sua atenção e estamos à disposição para quaisquer outros assuntos inerentes ao caso.\n\nAtenciosamente,\n\nOuvidoria\nRendimento/\n0800 722 0132', 'Consideração final do consumidor\n06/03/2025 às 21:15\nPéssimo pois jao resolveram nada e ainda por cima falam que tentaram entra em contato através de telefonema sendo que toda vez que eu atendo uma ligação eles não respondem']",0,False,Não resolvido
210301443,conta aberta no registrato e nao reconheço,São Paulo - SP,"time.struct_time(tm_year=2025, tm_mon=2, tm_mday=19, tm_hour=6, tm_min=59, tm_sec=0, tm_wday=2, tm_yday=50, tm_isdst=-1)","Hoje fui verificar o Registrato e acusou ter uma conta aberta com voces desde 03/08/2019.
Não me recordo e gostaria que encerrassem a referida.
Aguardo.

Att","['Resposta da empresa\n26/02/2025 às 10:32\nPrezado Irene,\n\nConforme contato sem sucesso via telefone em 25/02/2025, esclarecemos que a Agillitas, atualmente conhecida como Rendimento/pay, atua como emissora de cartões pré-pagos em moedas reais e estrangeiras.\n\nAnalisando nossa base consta registrado em seu CPF, o cartão pré-pago VTM na moeda dólar cadastrado para uso no exterior.\n\nO seu cartão sob numeração foi cadastrado em 03/08/2019, contudo, concluímos esta reclamação informando que a sua solicitação foi acatada com sucesso, não tendo mais o relacionamento com a instituição Rendimento/pay.\n\nSra. Irene gostaríamos de saber se o atendimento prestado através da Reclamação no Reclame aqui foi satisfatório. Lembrando que sua manifestação encontra-se ativa.\n\nDesta forma, gostaríamos de contar com a sua colaboração finalizando sua manifestação no Portal do Reclame Aqui, atribuindo uma nota ao atendimento prestado.\n\nPodemos contar com a sua ajuda ainda hoje, com um retorno positivo?\n\nMais informações sobre como entrar em contato com o Grupo Rendimento consulte:https://www.rendimento.com.br/atendimento/\n\nAgradecemos a sua atenção e estamos à disposição para quaisquer outros assuntos inerentes ao caso.\n\nAtenciosamente,\n\nOuvidoria\nRendimento/\n0800 722 0132', 'Consideração final do consumidor\n26/02/2025 às 12:49\nCom tantos spams no fone, não curti terem tentado ligar e como vamos reconhecer?\nA reclamação foi feita no reclame aqui e la tem que ser resolvido. Porém, resolveram.']",8,True,Resolvido
